ID	LANGUAGE	GLOTTOCODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	VALUE	FORM	COGID	TOKENS	ALIGNMENT
por-724_rustle-2	Portuguese	port1283	2877	RUSTLE (OF LEAVES)	rumorejar	rumoreʒar	3130	r u m o r e ʒ a r	r u m o r e ʒ a r
ron-724_rustle-1	Romanian	roma1327	2877	RUSTLE (OF LEAVES)	vâjâi	vɨʒɨj	3131	v ɨ ʒ ɨ j	v ɨ ʒ ɨ j
spa-724_rustle-1	Spanish	stan1288	2877	RUSTLE (OF LEAVES)	murmurar	muɾmuɾaɾ	3129	m u ɾ m u ɾ a ɾ	m u ɾ m u ɾ a ɾ
cat-343_sack-1	Catalan	stan1289	2990	SACK	sac	sak	3135	s a k	s a k - -
cat-343_sack-2	Catalan	stan1289	2990	SACK	saca	sakə	3135	s a k ə	s a k ə -
fra-343_sack-1	French	stan1290	2990	SACK	sac	sak	3135	s a k	s a k - -
ita-343_sack-1	Italian	ital1282	2990	SACK	sacco	sakːo	3135	s a kː o	s a kː o -
lat-343_sack-1	Latin	lati1261	2990	SACK	saccus	sakːʊs	3135	s a kː ʊ s	s a kː ʊ s
por-343_sack-1	Portuguese	port1283	2990	SACK	saca	ʃaka	3135	ʃ a k a	ʃ a k a -
ron-343_sack-1	Romanian	roma1327	2990	SACK	sac	sak	3135	s a k	s a k - -
spa-343_sack-1	Spanish	stan1288	2990	SACK	saco	sako	3135	s a k o	s a k o -
cat-556_sad-1	Catalan	stan1289	699	SAD	trist	t̪ɾis	3136	t̪ ɾ i s	t̪ ɾ i s - -
fra-556_sad-1	French	stan1290	699	SAD	triste	tʁist	3136	t ʁ i s t	t ʁ i s t -
ita-556_sad-1	Italian	ital1282	699	SAD	triste	triste	3136	t r i s t e	t r i s t e
lat-556_sad-1	Latin	lati1261	699	SAD	maestus	maɛ̯stʊs	3138	m a ɛ s t ʊ s	m a ɛ s t ʊ s
por-556_sad-1	Portuguese	port1283	699	SAD	triste	ˈtriʃtə	3136	t r i ʃ t ə	t r i ʃ t ə
ron-556_sad-1	Romanian	roma1327	699	SAD	trist	trist	3136	t r i s t	t r i s t -
ron-556_sad-2	Romanian	roma1327	699	SAD	mâhnit	mɨhnit	3137	m ɨ h n i t	m ɨ h n i t
spa-556_sad-1	Spanish	stan1288	699	SAD	triste	tɾiste	3136	t ɾ i s t e	t ɾ i s t e
cat-358_salt-1	Catalan	stan1289	1274	SALT	sal	saɫ	3139	s a lˠ	s a lˠ -
fra-358_salt-1	French	stan1290	1274	SALT	sel	sɛl	3139	s ɛ l	s ɛ l -
ita-358_salt-1	Italian	ital1282	1274	SALT	sale	sale	3139	s a l e	s a l e
lat-358_salt-1	Latin	lati1261	1274	SALT	sal	saːɫ	3139	s aː lˠ	s aː lˠ -
por-358_salt-1	Portuguese	port1283	1274	SALT	sal	saɫ	3139	s a lˠ	s a lˠ -
ron-358_salt-1	Romanian	roma1327	1274	SALT	sare	sare	3139	s a r e	s a r e
spa-358_salt-1	Spanish	stan1288	1274	SALT	sal	sal	3139	s a l	s a l -
cat-191_sand-1	Catalan	stan1289	671	SAND	arena	əɾɛnə	3140	ə ɾ ɛ n ə	ə ɾ ɛ n ə
fra-191_sand-1	French	stan1290	671	SAND	sable	ˈsɑːblə	3143	s ɑː b l ə	s ɑː b l ə
ita-191_sand-1	Italian	ital1282	671	SAND	arena	arena	3140	a r e n a	a r e n a
ita-191_sand-2	Italian	ital1282	671	SAND	sabbia	sabːia	3141	s a bː i a	s a bː i a
lat-191_sand-1	Latin	lati1261	671	SAND	arena	areːna	3140	a r eː n a	a r eː n a
por-191_sand-1	Portuguese	port1283	671	SAND	areia	ɐˈrejɐ	3140	ɐ r e j ɐ	ɐ r e j ɐ
ron-191_sand-1	Romanian	roma1327	671	SAND	nisip	nisip	3142	n i s i p	n i s i p
spa-191_sand-1	Spanish	stan1288	671	SAND	arena	aɾena	3140	a ɾ e n a	a ɾ e n a
cat-981_say-1	Catalan	stan1289	1458	SAY	dir	d̪i	3144	d̪ i	d̪ i - - - -
fra-981_say-1	French	stan1290	1458	SAY	dire	diːʁ	3144	d iː ʁ	d iː - - ʁ -
ita-981_say-1	Italian	ital1282	1458	SAY	dire	dire	3144	d i r e	d i - - r e
lat-981_say-1	Latin	lati1261	1458	SAY	dicere	diːkɛrɛ	3144	d iː k ɛ r ɛ	d iː k ɛ r ɛ
por-981_say-1	Portuguese	port1283	1458	SAY	dizer	diˈzer	3144	d i z e r	d i z e r -
ron-981_say-1	Romanian	roma1327	1458	SAY	zice	zit͡ʃe	3145	z i tʃ e	z i tʃ e
ron-981_say-2	Romanian	roma1327	1458	SAY	spune	spune	3146	s p u n e	s p u n e
spa-981_say-1	Spanish	stan1288	1458	SAY	decir	deθiɾ	3144	d e θ i ɾ	d e θ i ɾ -
cat-389_scarf-1	Catalan	stan1289			mocador	mukəðɔ	3153	m u k ə ð ɔ	m u k ə ð ɔ
fra-389_scarf-1	French	stan1290			drap	dʁa	3152	d ʁ a	d ʁ a
fra-389_scarf-2	French	stan1290			fichu	fiˈʃy	3149	f i ʃ y	f i ʃ y
ita-389_scarf-1	Italian	ital1282			fazzoletto	fatt͡soletːo	3151	f a t ts o l e tː o	f a t ts o l e tː o
lat-389_scarf-1	Latin	lati1261			velum	weːɫʊ̃	3148	w eː lˠ ʊ̃	w eː lˠ ʊ̃
por-389_scarf-1	Portuguese	port1283			pano	panu	3147	p a n u	p a n - - - u
ron-389_scarf-1	Romanian	roma1327			batic	batik	3150	b a t i k	b a t i k
spa-389_scarf-1	Spanish	stan1288			pañuelo	paɲwelo	3147	p a ɲ w e l o	p a ɲ w e l o
cat-852_scrape-1	Catalan	stan1289	1767	SCRAPE	raspar	rəspa	3155	r ə s p a	r ə s p a -
fra-852_scrape-1	French	stan1290	1767	SCRAPE	gratter	ɡʁaˈte	3154	g ʁ a t e	- g ʁ a t - - - e
fra-852_scrape-2	French	stan1290	1767	SCRAPE	égratigner	eɡʁatiˈɲe	3154	e g ʁ a t i ɲ e	e g ʁ a t - i ɲ e
ita-852_scrape-1	Italian	ital1282	1767	SCRAPE	grattare	ɡratːare	3154	g r a tː a r e	- g r a tː - a r e
ita-852_scrape-2	Italian	ital1282	1767	SCRAPE	graffiare	ɡrafːiare	3154	g r a fː i a r e	- g r a fː i a r e
lat-852_scrape-1	Latin	lati1261	1767	SCRAPE	radere	raːdɛrɛ	3154	r aː d ɛ r ɛ	- - r aː d - ɛ r ɛ
por-852_scrape-1	Portuguese	port1283	1767	SCRAPE	raspar	raʃpar	3155	r a ʃ p a r	r a ʃ p a r
ron-852_scrape-1	Romanian	roma1327	1767	SCRAPE	zgâria	zɡɨrja	3156	z g ɨ r j a	z g ɨ r j a
spa-852_scrape-1	Spanish	stan1288	1767	SCRAPE	rascar	ɾaskaɾ	3155	ɾ a s k a ɾ	ɾ a s k a ɾ
cat-106_sea-1	Catalan	stan1289	1474	SEA	mar	ma	3157	m a	m a - -
fra-106_sea-1	French	stan1290	1474	SEA	mer	mɛːʁ	3157	m ɛː ʁ	m ɛː ʁ -
ita-106_sea-1	Italian	ital1282	1474	SEA	mare	mare	3157	m a r e	m a r e
lat-106_sea-1	Latin	lati1261	1474	SEA	mare	marɛ	3157	m a r ɛ	m a r ɛ
por-106_sea-1	Portuguese	port1283	1474	SEA	mar	mar	3157	m a r	m a r -
ron-106_sea-1	Romanian	roma1327	1474	SEA	mare	mare	3157	m a r e	m a r e
spa-106_sea-1	Spanish	stan1288	1474	SEA	mar	maɾ	3157	m a ɾ	m a ɾ -
cat-580_second-1	Catalan	stan1289	1384	SECOND	segon	səɣɔn	3158	s ə ɣ ɔ n	s ə ɣ ɔ - n - -
fra-580_second-1	French	stan1290	1384	SECOND	second	səˈɡɔ̃	3158	s ə g ɔ̃	s ə g ɔ̃ - - - -
fra-580_second-2	French	stan1290	1384	SECOND	deuxième	døˈzjɛm	3159	d ø z j ɛ m	d ø z j ɛ m
ita-580_second-1	Italian	ital1282	1384	SECOND	secondo	sekondo	3158	s e k o n d o	s e k o n d o -
lat-580_second-1	Latin	lati1261	1384	SECOND	secundus	sɛkʊndʊs	3158	s ɛ k ʊ n d ʊ s	s ɛ k ʊ n d ʊ s
por-580_second-1	Portuguese	port1283	1384	SECOND	segundo	səˈɣũdu	3158	s ə ɣ ũ d u	s ə ɣ ũ - d u -
ron-580_second-1	Romanian	roma1327	1384	SECOND	al doilea	al dojle̯a	3160	a l + d o j l e a	a l + d o j l e a
spa-580_second-1	Spanish	stan1288	1384	SECOND	segundo	seɣundo	3158	s e ɣ u n d o	s e ɣ u n d o -
cat-800_see-1	Catalan	stan1289	1409	SEE	veure	βɛwɾə	3161	β ɛ w ɾ ə	β - ɛ w - ɾ ə
fra-800_see-1	French	stan1290	1409	SEE	voir	vwaːʁ	3161	v w aː ʁ	v w aː - - ʁ -
ita-800_see-1	Italian	ital1282	1409	SEE	vedere	vedere	3161	v e d e r e	v - e d e r e
lat-800_see-1	Latin	lati1261	1409	SEE	videre	wɪdeːrɛ	3161	w ɪ d eː r ɛ	w - ɪ d eː r ɛ
por-800_see-1	Portuguese	port1283	1409	SEE	ver	ver	3161	v e r	v - e - - r -
ron-800_see-1	Romanian	roma1327	1409	SEE	vedea	vede̯a	3161	v e d e a	v - e d e - a
spa-800_see-1	Spanish	stan1288	1409	SEE	ver	beɾ	3161	b e ɾ	b - e - - ɾ -
cat-175_seed-1	Catalan	stan1289	714	SEED	sembra	sɛmβɾə	3162	s ɛ m β ɾ ə	s - ɛ m β ɾ ə
fra-175_seed-1	French	stan1290	714	SEED	semence	səˈmɑ̃ːs	3167	s ə m ɑ̃ː s	s ə m ɑ̃ː s
ita-175_seed-1	Italian	ital1282	714	SEED	semente	semente	3166	s e m e n t e	s e m e n t e
lat-175_seed-1	Latin	lati1261	714	SEED	seges	sɛɡɛs	3165	s ɛ g ɛ s	s ɛ g ɛ s
por-175_seed-1	Portuguese	port1283	714	SEED	sementeira	ʃemẽtejra	3164	ʃ e m ẽ t e j r a	ʃ e m ẽ t e j r a
ron-175_seed-1	Romanian	roma1327	714	SEED	semănătură	semənəturə	3163	s e m ə n ə t u r ə	s e m ə n ə t u r ə
spa-175_seed-1	Spanish	stan1288	714	SEED	siembra	sjembɾa	3162	s j e m b ɾ a	s j e m b ɾ a
cat-808_seem-1	Catalan	stan1289	1521	SEEM	semblar	səmbɫa	3169	s ə m b lˠ a	s ə m b lˠ - - a
fra-808_seem-1	French	stan1290	1521	SEEM	sembler	sɑ̃ˈble	3169	s ɑ̃ b l e	s ɑ̃ - b l - - e
fra-808_seem-2	French	stan1290	1521	SEEM	paraître	paˈʁɛːtʁə	3168	p a ʁ ɛː t ʁ ə	p a ʁ ɛː t - ʁ ə
ita-808_seem-1	Italian	ital1282	1521	SEEM	parere	parere	3168	p a r e r e	p a r e - - r e
ita-808_seem-2	Italian	ital1282	1521	SEEM	sembrare	sembrare	3169	s e m b r a r e	s e m b r a r e
lat-808_seem-1	Latin	lati1261	1521	SEEM	videri	wɪdeːriː	3170	w ɪ d eː r iː	w ɪ d eː r iː
por-808_seem-1	Portuguese	port1283	1521	SEEM	parecer	pɐrəˈser	3168	p ɐ r ə s e r	p ɐ r ə s e r -
ron-808_seem-1	Romanian	roma1327	1521	SEEM	părea	pəre̯a	3168	p ə r e a	p ə r e - a - -
spa-808_seem-1	Spanish	stan1288	1521	SEEM	parecer	paɾeθeɾ	3168	p a ɾ e θ e ɾ	p a ɾ e θ e ɾ -
cat-766_seesaw-1	Catalan	stan1289			gronxar-se	ɡɾuɲʃaɾzə	3178	g ɾ u ɲ ʃ a ɾ z ə	g ɾ u ɲ ʃ a ɾ z ə
cat-766_seesaw-2	Catalan	stan1289			balancejar-se	bəɫənsəʒaɾzə	3171	b ə lˠ ə n s ə ʒ a ɾ z ə	b ə lˠ ə n s ə ʒ a ɾ z ə
fra-766_seesaw-1	French	stan1290			se balancer	səbalɑ̃ˈse	3177	s ə b a l ɑ̃ s e	s ə b a l ɑ̃ s e
ita-766_seesaw-1	Italian	ital1282			fare l'altalena	fare lˈaltalena	3176	f a r e + l a l t a l e n a	f a r e + l a l t a l e n a
lat-766_seesaw-1	Latin	lati1261			oscillare	oːskɪlːaːrɛ	3175	oː s k ɪ lː aː r ɛ	oː s k ɪ lː aː r ɛ
por-766_seesaw-1	Portuguese	port1283			baloiçar	baloisar	3174	b a l o i s a r	b a l o i s a r
ron-766_seesaw-1	Romanian	roma1327			legăna	leɡəna	3173	l e g ə n a	l e g ə n a
spa-766_seesaw-1	Spanish	stan1288			bambolearse	bamboleaɾse	3172	b a m b o l e a ɾ s e	b a m b o l e a ɾ s e
cat-848_seize-1	Catalan	stan1289	855	SEIZE	agafar	əɣəfa	3187	ə ɣ ə f a	ə ɣ ə f a
fra-848_seize-1	French	stan1290	855	SEIZE	saisir	sɛˈziːʁ	3186	s ɛ z iː ʁ	s ɛ z iː ʁ
fra-848_seize-2	French	stan1290	855	SEIZE	prendre	ˈpʁɑ̃ːdʁə	3180	p ʁ ɑ̃ː d ʁ ə	p ʁ ɑ̃ː d ʁ ə
ita-848_seize-1	Italian	ital1282	855	SEIZE	afferrare	afːerːare	3185	a fː e rː a r e	a fː e rː a r e
lat-848_seize-1	Latin	lati1261	855	SEIZE	capessere	kapɛsːɛrɛ	3184	k a p ɛ sː ɛ r ɛ	k a p ɛ sː ɛ r ɛ
por-848_seize-1	Portuguese	port1283	855	SEIZE	apanhar	ɐpɐˈɲar	3183	ɐ p ɐ ɲ a r	ɐ p ɐ ɲ a r
ron-848_seize-1	Romanian	roma1327	855	SEIZE	lua	lwa	3182	l w a	l w a
ron-848_seize-2	Romanian	roma1327	855	SEIZE	apuca	apuka	3179	a p u k a	a p u k a
spa-848_seize-1	Spanish	stan1288	855	SEIZE	coger	koxeɾ	3181	k o x e ɾ	k o x e ɾ
cat-889_select-1	Catalan	stan1289			escollir	əskuʎi	3189	ə s k u ʎ i	ə s k u ʎ i -
cat-889_select-2	Catalan	stan1289			seleccionar	səɫəksiuna	3188	s ə lˠ ə k s i u n a	s ə lˠ ə k s - i u n a -
fra-889_select-1	French	stan1290			choisir	ʃwaˈziːʁ	3192	ʃ w a z iː ʁ	ʃ w a z iː ʁ
fra-889_select-2	French	stan1290			sélectionner	selɛksjɔˈne	3188	s e l ɛ k s j ɔ n e	s e l ɛ k s j - ɔ n e -
ita-889_select-1	Italian	ital1282			scegliere	ʃeʎːiere	3190	ʃ e ʎː i e r e	ʃ e ʎː i - e r e
lat-889_select-1	Latin	lati1261			deligere	deːɫɪɡɛrɛ	3190	d eː lˠ ɪ g ɛ r ɛ	d eː lˠ ɪ g ɛ r ɛ
por-889_select-1	Portuguese	port1283			escolher	iʃkuˈʎer	3189	i ʃ k u ʎ e r	i ʃ k u ʎ e r
por-889_select-2	Portuguese	port1283			seleccionar	ʃeleksjunar	3188	ʃ e l e k s j u n a r	ʃ e l e k s j - u n a r
ron-889_select-1	Romanian	roma1327			selecta	selekta	3191	s e l e k t a	s e l e k t a
spa-889_select-1	Spanish	stan1288			escoger	eskoxeɾ	3189	e s k o x e ɾ	e s k o x e ɾ
spa-889_select-2	Spanish	stan1288			seleccionar	selekθjonaɾ	3188	s e l e k θ j o n a ɾ	s e l e k θ j - o n a ɾ
cat-1012_sell-1	Catalan	stan1289	1571	SELL	vendre	βɛnðɾə	3193	β ɛ n ð ɾ ə	β ɛ n ð - ɾ ə
fra-1012_sell-1	French	stan1290	1571	SELL	vendre	ˈvɑ̃ːdʁə	3193	v ɑ̃ː d ʁ ə	v ɑ̃ː - d - ʁ ə
ita-1012_sell-1	Italian	ital1282	1571	SELL	vendere	vendere	3193	v e n d e r e	v e n d e r e
lat-1012_sell-1	Latin	lati1261	1571	SELL	vendere	weːndɛrɛ	3193	w eː n d ɛ r ɛ	w eː n d ɛ r ɛ
por-1012_sell-1	Portuguese	port1283	1571	SELL	vender	vẽˈder	3193	v ẽ d e r	v ẽ - d e r -
ron-1012_sell-1	Romanian	roma1327	1571	SELL	vinde	vinde	3193	v i n d e	v i n d - - e
spa-1012_sell-1	Spanish	stan1288	1571	SELL	vender	bendeɾ	3193	b e n d e ɾ	b e n d e ɾ -
cat-882_send-1	Catalan	stan1289	1127	SEND	enviar	əmβia	3194	ə m β i a	ə m β - i - - a
fra-882_send-1	French	stan1290	1127	SEND	envoyer	ɑ̃vwaˈje	3195	ɑ̃ v w a j e	ɑ̃ v w a j e
ita-882_send-1	Italian	ital1282	1127	SEND	inviare	iɱviare	3194	i ɱ v i a r e	i ɱ v - i a r e
lat-882_send-1	Latin	lati1261	1127	SEND	mittere	mɪtːɛrɛ	3196	m ɪ tː ɛ r ɛ	m ɪ tː ɛ r ɛ
por-882_send-1	Portuguese	port1283	1127	SEND	enviar	ẽˈvjar	3194	ẽ v j a r	ẽ - v j a - r -
ron-882_send-1	Romanian	roma1327	1127	SEND	trimite	trimite	3197	t r i m i t e	t r i m i t e
spa-882_send-1	Spanish	stan1288	1127	SEND	enviar	embjaɾ	3194	e m b j a ɾ	e m b j a - ɾ -
cat-924_separate-1	Catalan	stan1289	1359	SEPARATE	separar-se	səpəɾaɾzə	3198	s ə p ə ɾ a ɾ z ə	s ə p ə ɾ - a ɾ z ə
fra-924_separate-1	French	stan1290	1359	SEPARATE	se séparer	səsepaˈʁe	3203	s ə s e p a ʁ e	s ə s e p a ʁ e
ita-924_separate-1	Italian	ital1282	1359	SEPARATE	separarsi	separarzi	3198	s e p a r a r z i	s e p a r - a r z i
lat-924_separate-1	Latin	lati1261	1359	SEPARATE	digredi	diːɡrɛdiː	3202	d iː g r ɛ d iː	d iː g r ɛ d iː
lat-924_separate-2	Latin	lati1261	1359	SEPARATE	discedere	dɪskeːdɛrɛ	3200	d ɪ s k eː d ɛ r ɛ	d ɪ s k eː d ɛ r ɛ
por-924_separate-1	Portuguese	port1283	1359	SEPARATE	apartar-se	apartarʃe	3198	a p a r t a r ʃ e	- a p a r t a r ʃ e
ron-924_separate-1	Romanian	roma1327	1359	SEPARATE	se separa	se separa	3201	s e + s e p a r a	s e + s e p a r a
ron-924_separate-2	Romanian	roma1327	1359	SEPARATE	se despărți	se despərt͡sʲ	3199	s e + d e s p ə r tsʲ	s e + d e s p ə r tsʲ
spa-924_separate-1	Spanish	stan1288	1359	SEPARATE	separarse	sepaɾaɾse	3198	s e p a ɾ a ɾ s e	s e p a ɾ - a ɾ s e
cat-687_set-1	Catalan	stan1289	160	SET (HEAVENLY BODIES)	posar-se	puzaɾzə	3204	p u z a ɾ z ə	p u z a ɾ z ə
fra-687_set-1	French	stan1290	160	SET (HEAVENLY BODIES)	se coucher	səkuˈʃe	3209	s ə k u ʃ e	s ə k u ʃ e
ita-687_set-1	Italian	ital1282	160	SET (HEAVENLY BODIES)	tramontare	tramontare	3208	t r a m o n t a r e	t r a m o n t a r e
lat-687_set-1	Latin	lati1261	160	SET (HEAVENLY BODIES)	occidere	ɔkːɪdɛrɛ	3207	ɔ kː ɪ d ɛ r ɛ	ɔ kː ɪ d ɛ r ɛ
por-687_set-1	Portuguese	port1283	160	SET (HEAVENLY BODIES)	pôr-se	porʃe	3204	p o r ʃ e	p o - - r ʃ e
ron-687_set-1	Romanian	roma1327	160	SET (HEAVENLY BODIES)	apune	apune	3206	a p u n e	a p u n e
spa-687_set-1	Spanish	stan1288	160	SET (HEAVENLY BODIES)	ponerse	poneɾse	3204	p o n e ɾ s e	p o n e ɾ s e
spa-687_set-2	Spanish	stan1288	160	SET (HEAVENLY BODIES)	descender	desθendeɾ	3205	d e s θ e n d e ɾ	d e s θ e n d e ɾ
cat-659_seven-1	Catalan	stan1289	1704	SEVEN	set	sɛt̪	3210	s ɛ t̪	s - ɛ - t̪ -
fra-659_seven-1	French	stan1290	1704	SEVEN	sept	sɛt	3210	s ɛ t	s - ɛ - t -
ita-659_seven-1	Italian	ital1282	1704	SEVEN	sette	setːe	3210	s e tː e	s - e - tː e
lat-659_seven-1	Latin	lati1261	1704	SEVEN	septem	sɛptɛ̃	3210	s ɛ p t ɛ̃	s - ɛ p t ɛ̃
por-659_seven-1	Portuguese	port1283	1704	SEVEN	sete	ˈsɛtə	3210	s ɛ t ə	s - ɛ - t ə
ron-659_seven-1	Romanian	roma1327	1704	SEVEN	șapte	ʃapte	3210	ʃ a p t e	ʃ - a p t e
spa-659_seven-1	Spanish	stan1288	1704	SEVEN	siete	sjete	3210	s j e t e	s j e - t e
cat-670_seventy-1	Catalan	stan1289	1721	SEVENTY	setanta	sət̪an̪t̪ə	3211	s ə t̪ a n̪ t̪ ə	s ə - t̪ - - - a n̪ t̪ ə
fra-670_seventy-1	French	stan1290	1721	SEVENTY	soixante-dix	swasɑ̃tˈdis	3213	s w a s ɑ̃ t d i s	s w a s ɑ̃ t d i s
ita-670_seventy-1	Italian	ital1282	1721	SEVENTY	settanta	setːanta	3211	s e tː a n t a	s e - tː - - - a n t a
lat-670_seventy-1	Latin	lati1261	1721	SEVENTY	septuaginta	sɛptʊaːɡɪntaː	3211	s ɛ p t ʊ aː g ɪ n t aː	s ɛ p t ʊ aː g ɪ n t aː
por-670_seventy-1	Portuguese	port1283	1721	SEVENTY	setenta	səˈtẽtɐ	3211	s ə t ẽ t ɐ	s ə - t - - - ẽ - t ɐ
ron-670_seventy-1	Romanian	roma1327	1721	SEVENTY	șaptezeci	ʃaptezet͡ʃʲ	3212	ʃ a p t e z e tʃʲ	ʃ a p t e z e tʃʲ
spa-670_seventy-1	Spanish	stan1288	1721	SEVENTY	setenta	setenta	3211	s e t e n t a	s e - t - - - e n t a
cat-966_sew-1	Catalan	stan1289	1457	SEW	cosir	kuzi	3214	k u z i	k u - - z i
fra-966_sew-1	French	stan1290	1457	SEW	coudre	ˈkuːdʁə	3214	k uː d ʁ ə	k uː d - ʁ ə
ita-966_sew-1	Italian	ital1282	1457	SEW	cucire	kut͡ʃire	3214	k u tʃ i r e	k u tʃ i r e
lat-966_sew-1	Latin	lati1261	1457	SEW	suere	sʊɛrɛ	3215	s ʊ ɛ r ɛ	s ʊ ɛ r ɛ
por-966_sew-1	Portuguese	port1283	1457	SEW	coser	kuˈzer	3214	k u z e r	k u z e r -
por-966_sew-2	Portuguese	port1283	1457	SEW	costurar	koʃturar	3216	k o ʃ t u r a r	k o ʃ t u r a r
ron-966_sew-1	Romanian	roma1327	1457	SEW	coase	ko̯ase	3214	k o a s e	k o - a s e
spa-966_sew-1	Spanish	stan1288	1457	SEW	coser	koseɾ	3214	k o s e ɾ	k o s e ɾ -
cat-72_shadow-1	Catalan	stan1289	1388	SHADE	ombra	ɔmβɾə	3217	ɔ m β ɾ ə	- ɔ m β ɾ ə
fra-72_shadow-1	French	stan1290	1388	SHADE	ombre	ˈɔː̃bʁə	3217	ɔ̃ː b ʁ ə	- ɔ̃ː - b ʁ ə
ita-72_shadow-1	Italian	ital1282	1388	SHADE	ombra	ombra	3217	o m b r a	- o m b r a
lat-72_shadow-1	Latin	lati1261	1388	SHADE	umbra	ʊmbra	3217	ʊ m b r a	- ʊ m b r a
por-72_shadow-1	Portuguese	port1283	1388	SHADE	sombra	ˈsõbrɐ	3217	s õ b r ɐ	s õ - b r ɐ
ron-72_shadow-1	Romanian	roma1327	1388	SHADE	umbră	umbrə	3217	u m b r ə	- u m b r ə
spa-72_shadow-1	Spanish	stan1288	1388	SHADE	sombra	sombɾa	3217	s o m b ɾ a	s o m b ɾ a
cat-868_shake-1	Catalan	stan1289	1909	SHAKE	agitar	əʒit̪a	3219	ə ʒ i t̪ a	ə ʒ i t̪ - - a
cat-868_shake-2	Catalan	stan1289	1909	SHAKE	sacsejar	səksəʒa	3222	s ə k s ə ʒ a	s ə k s ə ʒ a
fra-868_shake-1	French	stan1290	1909	SHAKE	secouer	səˈkwe	3220	s ə k w e	s ə k w e
ita-868_shake-1	Italian	ital1282	1909	SHAKE	agitare	ad͡ʒitare	3219	a dʒ i t a r e	a dʒ i t a r e
ita-868_shake-2	Italian	ital1282	1909	SHAKE	scuòtere	skuɔtere	3218	s k u ɔ t e r e	s - k u ɔ t e r e
lat-868_shake-1	Latin	lati1261	1909	SHAKE	quatere	kʷatɛrɛ	3219	kʷ a t ɛ r ɛ	- kʷ a t ɛ r ɛ
por-868_shake-1	Portuguese	port1283	1909	SHAKE	abanar	aβanar	3221	a β a n a r	a β a n a r
por-868_shake-2	Portuguese	port1283	1909	SHAKE	sacudir	sɐkuˈðir	3218	s ɐ k u ð i r	s ɐ k u - ð i r -
ron-868_shake-1	Romanian	roma1327	1909	SHAKE	scutura	skutura	3218	s k u t u r a	s - k u - t u r a
spa-868_shake-1	Spanish	stan1288	1909	SHAKE	agitar	axitaɾ	3219	a x i t a ɾ	a x i t a ɾ -
spa-868_shake-2	Spanish	stan1288	1909	SHAKE	sacudir	sakuðiɾ	3218	s a k u ð i ɾ	s a k u - ð i ɾ -
cat-498_sharp-1	Catalan	stan1289	1396	SHARP	agut	əɣut̪	3224	ə ɣ u t̪	ə ɣ u t̪ -
fra-498_sharp-1	French	stan1290	1396	SHARP	tranchant	tʁɑ̃ˈʃɑ̃	3225	t ʁ ɑ̃ ʃ ɑ̃	t ʁ ɑ̃ ʃ ɑ̃
ita-498_sharp-1	Italian	ital1282	1396	SHARP	affilato	afːilato	3223	a fː i l a t o	a fː i l a t o
ita-498_sharp-2	Italian	ital1282	1396	SHARP	tagliente	taʎːiente	3227	t a ʎː i e n t e	t a ʎː i e n t e
lat-498_sharp-1	Latin	lati1261	1396	SHARP	acer	aːkɛr	3229	aː k ɛ r	aː k ɛ r
por-498_sharp-1	Portuguese	port1283	1396	SHARP	afiado	afjaðu	3223	a f j a ð u	a f - j a ð u
ron-498_sharp-1	Romanian	roma1327	1396	SHARP	tăios	təjos	3228	t ə j o s	t ə j o s
ron-498_sharp-2	Romanian	roma1327	1396	SHARP	ascuțit	askut͡sit	3226	a s k u ts i t	a s k u ts i t
spa-498_sharp-1	Spanish	stan1288	1396	SHARP	agudo	aɣuðo	3224	a ɣ u ð o	a ɣ u ð o
spa-498_sharp-2	Spanish	stan1288	1396	SHARP	afilado	afilaðo	3223	a f i l a ð o	a f i l a ð o
cat-865_sharpen-1	Catalan	stan1289	251	SHARPEN (SOMETHING)	afilar	əfiɫa	3230	ə f i lˠ a	ə f - i lˠ a -
cat-865_sharpen-2	Catalan	stan1289	251	SHARPEN (SOMETHING)	esmolar	əzmuɫa	3232	ə z m u lˠ a	ə z m u lˠ a
fra-865_sharpen-1	French	stan1290	251	SHARPEN (SOMETHING)	affiler	afiˈle	3230	a f i l e	a f - i l e -
fra-865_sharpen-2	French	stan1290	251	SHARPEN (SOMETHING)	aiguiser	eɡɥiˈze	3231	e g ɥ i z e	e g ɥ i z e
ita-865_sharpen-1	Italian	ital1282	251	SHARPEN (SOMETHING)	arrotare	arːotare	3235	a rː o t a r e	a rː o t a r e
lat-865_sharpen-1	Latin	lati1261	251	SHARPEN (SOMETHING)	acuere	akʊɛrɛ	3234	a k ʊ ɛ r ɛ	a k ʊ ɛ r ɛ
por-865_sharpen-1	Portuguese	port1283	251	SHARPEN (SOMETHING)	afiar	afjar	3230	a f j a r	a f j a r - -
ron-865_sharpen-1	Romanian	roma1327	251	SHARPEN (SOMETHING)	ascuți	askut͡sʲ	3233	a s k u tsʲ	a s k u tsʲ
spa-865_sharpen-1	Spanish	stan1288	251	SHARPEN (SOMETHING)	afilar	afilaɾ	3230	a f i l a ɾ	a f - i l a ɾ
cat-137_sheep-1	Catalan	stan1289	1331	SHEEP	be	bɛ	3240	b ɛ	b ɛ
cat-137_sheep-2	Catalan	stan1289	1331	SHEEP	ovella	uβɛʎə	3236	u β ɛ ʎ ə	u β ɛ ʎ ə
